X,Y,H,CH,CW,GLE,girth10,Species
10.71462596,10.89489391,0.59,11,25,0.999693998,4.74,Holly
10.20459801,8.21280418,0.89,33,28,0.988783197,7.07,Holly
10.57493471,5.837489417,1.34,52,111,0.998927093,11.49,Downy Birch
11.71373716,2.655794735,1.22,63,105,0.990452137,14.31,Downy Birch
12.29348851,0.192829981,1.05,49,94,0.998793415,8.94,Downy Birch
10.76924736,57.23619362,1.41,66,72,1,21.43,Downy Birch
13.88628591,41.18537053,1.45,88,71,0.998927093,19.06,Downy Birch
13.87565323,38.59642066,1.38,63,116,0.999693998,19.98,Downy Birch
14.1733684,36.21420031,1.59,96,86,0.985066715,22.28,Downy Birch
14.47108356,33.21030715,1.46,47,98,0.999827675,22.31,Downy Birch
14.8538602,30.29926125,1.54,98,80,0.998793415,26.28,Downy Birch
12.62467079,27.88583325,0.55,5,10,0.999866323,4.68,Holly
10.9015263,26.38100447,1.16,51,57,0.999866323,7.28,Downy Birch
10.19820203,23.21682075,0.94,38,24,0.998965741,4.12,Downy Birch
10.02237096,20.37494988,1.07,35,73,0.998793415,7.4,Downy Birch
9.275088913,17.32359309,1.96,95,91,0.998927093,9.39,Rowan
8.809136579,13.94362334,-0.05,-10,-10,0.998793415,0,Rowan
8.439891333,11.29424349,1.12,43,82,0.998793415,8.47,Downy Birch
8.316809584,7.957284116,1.06,35,38,0.998793415,5.85,Downy Birch
7.527411068,5.539479447,1.48,86,79,0.998793415,7.34,Downy Birch
9.503471714,3.891659611,1.37,79,88,0.954676596,11.76,Downy Birch
7.675688689,2.515554749,1.52,85,101,0.972756776,8.9,Downy Birch
9.767815602,1.393634861,1.24,52,62,0.998793415,8.98,Downy Birch
4.259320246,58.38609847,1.26,35,55,1,12.57,Goat Willow
4.488332901,55.88455109,1.53,105,111,1,21.74,Goat Willow
5.635322768,53.66849609,1.28,73,106,0.999866323,12.7,Goat Willow
5.773547666,51.08024732,0.9,24,47,0.999693998,8.74,Goat Willow
5.826711088,48.04206478,1.24,59,69,0.999866323,16.27,Goat Willow
5.731016928,45.86992304,1.06,49,57,0.999866323,10.88,Goat Willow
5.539628608,43.30502989,1.77,117,83,0.999693998,22.91,Goat Willow
5.975568671,40.52003799,0.94,24,48,0.998793415,14.36,Goat Willow
6.347712627,37.81880301,1.24,51,54,0.990452137,15.87,Goat Willow
6.528468263,33.26647164,1.8,125,58,1,21.69,Rowan
6.18822236,31.13108659,2.22,159,92,0.999693998,30.93,Rowan
4.606774019,29.85969417,2.15,110,55,0.999827675,10.71,Downy Birch
4.914478391,25.12692419,1.2,59,126,0.999693998,10.48,Downy Birch
5.213391209,22.17297275,0.97,37,55,0.998793415,6.46,Downy Birch
4.844145963,19.42578812,1,46,85,0.985179246,8.36,Downy Birch
3.129793036,18.22190572,1.07,62,80,0.965250869,7.12,Sessile
3.463872068,21.27486042,1.27,58,63,0.999693998,7.48,Sessile
3.657286244,24.24722779,-0.05,-10,-10,0.999693998,5.99,Sessile
4.25511188,26.82504999,1.94,87,60,0.998793415,10.16,Rowan
1.711722513,59.50574266,-0.05,-10,-10,1,2.22,Sessile
2.243496423,57.78956731,-0.05,-10,-10,1,4.19,Hazel
2.90272286,54.63717837,1.94,124,156,1,40.04,Hazel
3.040947758,50.34662426,1.58,57,46,1,11.64,Goat Willow
3.232336078,44.9544704,1.33,66,73,0.990570052,16.73,Goat Willow
3.551316612,42.61895105,1.37,40,71,0.999693998,18.61,Goat Willow
4.029787413,39.44525055,-0.05,-10,-10,0.990570052,4.39,Goat Willow
4.348767947,36.66900566,0.86,25,58,0.999099418,11.71,Sessile
4.731544588,32.36727295,0.93,33,37,0.989135264,8.57,Sessile
2.971545073,29.998444,2.3,139,116,0.999693998,13.89,Rowan
1.67039516,16.33449758,1.13,68,36,0.998793415,7.16,Sessile
3.041877501,13.41179373,1.21,59,68,0.999866323,7.7,Sessile
1.230817486,11.16842381,0.97,34,42,0.999693998,6.72,Sessile
2.78692245,9.134709306,1.42,77,52,0.999693998,6.93,Downy Birch
0.106326845,57.20647427,-0.05,-10,-10,1,0,Hazel
0.478470801,55.04403123,1.71,88,164,1,40.41,Hazel
2.573109641,47.52082281,-0.05,-10,-10,1,0,Hazel
1.892617835,52.60479275,2.04,141,163,1,46.87,Hazel
0.69112449,42.63559291,-0.05,-10,-10,0.999693998,5.98,Holly
1.371616296,40.38543776,-0.05,-10,-10,0.998793415,0,Holly
2.041475418,37.50000473,0.61,12,10,0.998965741,5.35,Sessile
1.775658306,34.73802631,-0.05,-10,-10,1,0,Sessile
0.159490267,34.20848379,1.23,104,72,0.999827675,21.33,Sessile
1.073901131,32.09485235,1.43,55,76,0.998927093,14.73,Sessile
0.105498642,32.90652761,1.5,92,33,0.998927093,8.93,Sessile
0.448369227,30.1157766,1.86,105,80,0.999693998,9.48,Sessile
1.336316128,27.72806051,1.67,86,63,0.998793415,11.59,Rowan
1.837434676,24.95263821,2.43,135,88,0.999693998,14.22,Rowan
1.248400593,20.49375538,-0.05,-10,-10,0.999827675,0,Rowan
0,7.968661156,-0.05,-10,-10,0.998965741,0,Sessile
1.49456409,6.026561363,0.71,18,32,0.998965741,4.45,Sessile
0.316495925,2.9250164,0.93,36,67,0.999693998,7.14,Sessile
0.079108394,0.219124978,1.88,96,77,0.999693998,13.16,Rowan
