0,59.67753485,59.35816636,1.32,79,62,0.989750457,Sessile,0
1,58.76876944,54.59090096,1.38,30,26,0.988892567,Sessile,0
2,59.50164477,53.54034483,1.26,35,60,0.990867826,Sessile,0
3,59.48210143,48.81851499,1.19,40,53,0.990513912,Sessile,0
4,59.21826631,44.06061392,0.9,21,56,0.99180507,Sessile,0
5,60,41.73967925,1.41,49,20,0.991467915,Sessile,0
6,59.0521479,36.84785366,0.86,16,25,0.991939818,Sessile,0
7,59.63549552,28.98856073,0.93,47,94,0.990380776,Sessile,0
8,59.50684688,16.69460482,2.46,136,93,0.992806836,Rowan,0
9,59.3567568,10.2982957,1.36,79,78,0.997269329,Sessile,0
10,60,8.271768331,0.63,25,24,0.998301615,Sessile,0
11,59.47468472,2.518459948,0.9,32,49,0.999990357,Sessile,0
12,59.56051998,57.81658902,1.49,50,40,0.990702338,Hazel,0
13,56.63854513,56.94365495,1.17,30,16,0.985057762,Sessile,0
14,57.53753888,54.17428944,1.07,27,16,0.987253636,Sessile,0
15,58.29972922,51.25253063,1.08,24,25,0.990291237,Sessile,0
16,56.63854513,49.1566109,0.92,36,41,0.990208136,Sessile,0
17,57.75251564,46.71695832,1,20,40,0.990832146,Sessile,0
18,56.83397855,44.27041776,0.95,34,61,0.990133329,Sessile,0
19,57.94794906,41.49154777,0.87,15,32,0.990516909,Sessile,0
20,58.35835925,41.36901326,0.76,26,45,0.990946419,Sessile,0
21,58.33881591,38.722918,1.39,38,68,0.991271153,Sessile,0
22,57.99680742,32.01575282,1.33,42,58,0.988099548,Sessile,0
23,57.47890885,29.46928694,1.3,31,32,0.987477033,Sessile,0
24,57.587838,28.49226814,0.91,40,98,0.987815124,Sessile,0
25,56.47288312,21.29016961,2.15,158,123,0.981837063,Rowan,0
26,57.31982,18.6518683,1.75,126,138,0.988059672,Rowan,0
27,58.13459472,15.20008075,2.38,143,125,0.992444371,Rowan,0
28,57.71648664,12.81758582,0.89,42,34,0.994202082,Sessile,0
29,57.20189208,9.70715418,0.93,47,64,0.995857341,Sessile,0
30,58.02738752,7.183318419,0,0,0,0.998828161,Sessile,1
31,57.78081096,4.276241549,0.96,36,46,0.998289273,Sessile,0
32,57.11612632,2.153396131,0.62,19,31,0.999927997,Sessile,0
33,55.58783797,58.30387387,2.5,120,100,0.984650615,Aspen,0
34,54.97736104,54.65974088,1,45,113,0.987063858,Sessile,0
35,55.38777123,51.36534929,1.21,55,94,0.987660353,Sessile,0
36,54.06859562,49.28207466,1.37,55,63,0.988220285,Sessile,0
37,55.59297632,51.4217396,0.97,41,47,0.988514886,Sessile,0
38,55.11416443,43.90180699,1.11,51,54,0.988339228,Sessile,0
39,56.16950492,40.85004727,0.97,27,36,0.987515193,Sessile,0
40,55.89589813,38.53095205,1.04,45,44,0.989501136,Sessile,0
41,56.66786014,36.17580446,0,0,0,0.989912717,Sessile,1
42,56.17927659,33.98569821,1.03,30,24,0.988572623,Sessile,0
43,55.57343298,31.69999477,1,33,62,0.98603451,Sessile,0
44,55.45617292,27.95467811,1.14,49,19,0.984453881,Sessile,0
45,54.56459496,20.19208308,2.53,186,139,0.974110612,Rowan,0
46,55.77603632,16.74044522,2.44,139,95,0.990730294,Rowan,0
47,55.82963992,14.48593071,2.26,126,89,0.991575715,Rowan,0
48,55.72243272,11.2325206,1.77,125,52,0.992611023,Rowan,0
49,54.86477512,9.201342091,0.95,40,47,0.99504588,Sessile,0
